Position,Move,Depth,Score
q7/p4kpp/1p6/2p5/3p4/1P4K1/P7/8 b - - 1 34,a8e4,1,-12295
b1r1k1r1/p1pnbpp1/1p2p2q/3p3p/4PP2/1P1PN3/P1PN2Q1/B1RB1RK1 w kq - 2 15,e4d5,13,+277
1r1nr1k1/2pq1b1p/1p3ppQ/p2pp3/2nP3P/1N3BP1/PPPBPPK1/1R3R2 w - - 0 17,d4e5,13,-277
rbknbnrq/pp1ppppp/2p5/8/4P3/2P5/PP1P1PPP/RBKNBNRQ b KQkq - 0 2,e7e5,19,+21
1rq2rk1/ppp1bbpp/1n6/2NPp3/4Pp2/2N1n3/PPP1BBPP/2KRQ2R w - - 14 18,f2e3,19,-31
8/7p/8/1r2pk1P/3r4/K1R5/P7/8 w - - 0 50,c3f3,1,-2771
4b2r/2Rkb1p1/p6p/Nq3p2/4pB2/P2r3P/4QPP1/R5K1 b - - 3 25,d7e6,16,+110
rk3q2/ppn4p/2pn2p1/4p3/3pP2P/1b1P2PB/PPP1N3/2KR3Q w q - 0 17,a2b3,19,+37
rqkrbnn1/pp2ppbp/2p3p1/3pP3/3P4/5N2/PPP2PPP/RQKRBN1B w KQkq - 1 5,g2g3,19,+19
rn1kbqrb/pppppp1p/6p1/8/2n5/1NN5/PPPPPPPP/1K1RBQRB b kq - 1 4,a7a5,16,+148
nqrbnkbr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/NQRBNKBR w KQkq - 0 2,c2c4,19,+4
3r4/1k3p1p/pn4p1/1b6/1Q2p2P/4P1P1/1RNq2RK/8 w - - 2 34,g2d2,1,+3022
b4rkr/p2pq1pp/1p1b4/2pP1p2/4n3/1P1QPN2/P3NPPP/B3R1KR w Kkq - 3 12,h2h4,19,+71
2b1r1k1/1p5p/pPn3p1/2Bp1pP1/2n1pP2/1N2P1P1/P4K2/3R4 b - - 1 30,c4b2,1,-5368
2r3k1/pp5p/5p2/3pp3/8/2PP2P1/PP3PP1/R5K1 b - - 0 27,a7a5,19,+98
2kr2rb/1pp4p/4b1p1/2q1np2/p1Pp1P2/3P2P1/PPN4P/1KBR1QRB b - - 0 18,e5d7,19,-2
2Q2nk1/pp2q2p/2p5/4B3/P2P3r/1PP5/6PP/5RK1 w - - 6 32,h2h3,1,+6017
1rb1q1k1/p1bn2pp/1p2p1n1/3pP3/3P2N1/1N4Q1/PPBB2PP/5RK1 b - - 1 17,c8a6,19,+50
5Q2/4r1p1/7r/P1N1ppqk/1P5p/2P2PnP/5BP1/4R1K1 w - - 7 32,f3f4,10,+885
3r2r1/pp3k2/4pP1p/2p1P1p1/P1P4P/6P1/8/2KRR3 w - - 0 31,h4h5,16,+154
nrqbkrb1/pppp2pp/5pn1/4p3/4P3/1N1P4/PPP2PPP/1RQBKRBN w KQkq - 0 4,f2f4,19,+87
b2r3r/p1k2p1p/2p3p1/1p1pp3/6B1/1P1PP3/q1PQNPPP/2RK3R w KQ - 0 16,d2c3,1,+3281
1b1r2k1/p2r2pp/1p2q1n1/4ppN1/3P4/P1P1B1P1/1PQ2P1P/3RR1K1 b - - 1 24,e6c6,10,+563
8/3p3p/4b1p1/2P5/1k1B4/p2P4/1K6/8 w - - 0 30,b2a1,1,-8675
2k2rrb/qpppp3/p1n3bp/P5p1/4N3/Q1PPN1P1/1P1K1P1P/3RB1nB w - - 0 16,d2c2,1,-2893
5rk1/1p3pp1/2p1N2p/8/1qPp1R2/3P4/r1B1P1PP/3Q1RK1 b - - 0 22,f7e6,1,+4232
7r/pk1n2pp/1p1b4/8/8/3bBP2/P1r4q/R2KR3 b - - 1 29,d6b4,1,-12579
8/8/P4k2/6pP/8/1P1P4/K2n3P/8 w - - 0 42,a6a7,1,+11286
2kr3b/pn3r1p/2p1bqp1/3p4/P4P2/B5P1/1P1QN1BP/R3R1K1 b - - 4 20,f7c7,19,+21
8/8/1kp5/1p1r1p2/p4K2/2R5/8/8 b - - 3 42,b5b4,1,-10369
5rk1/p5p1/1p6/1r2bp1B/2p1b2P/q1P1P1P1/P3QP1R/2KR4 w - - 0 24,e2b2,1,-12242
1q1r1rkb/p4p1p/1p4p1/1n1Bp3/8/1P1N2P1/P2P1P1P/BQ2RRK1 b - - 0 15,d8d5,19,-17
rnbbqnkr/ppp2ppp/8/4p3/8/2N5/PPPPPPPP/R1BBQNKR b KQkq - 1 3,f8g6,16,+116
1k1r3r/1pqn2p1/p1p2b2/P2ppN1p/1P2P1p1/1RPPQ3/4N1PP/4R1K1 b - - 1 22,g7g6,13,-346
1rbbqknr/ppppppp1/1n6/8/4P2p/5N1P/PPPP1PP1/NRBBQRK1 b kq - 0 4,d7d6,16,+132
1r4b1/p3r2p/2B3p1/3Nk3/4P3/6P1/5B1P/2R3K1 b - - 2 29,e7f7,1,+2967
2kr3q/ppp4b/1n5p/3p2p1/3N1b1P/2PB1P2/PPK3P1/3R1N1Q b - - 4 16,c7c5,13,-262
rkq2r1b/pp3b1p/2ppnnp1/4pp2/2PP4/QPN1P1P1/P2BNP1P/RK3R1B b KQkq - 2 9,f8d8,19,-64
q2r2rb/p2n1k1p/1pp2n2/4pp2/P5p1/2NP1NP1/QPPB2BP/3R1RK1 b - - 1 15,f6d5,1,+8734
2kr3r/pbpp4/1pn1q1p1/4Pp2/5P2/P1bP1B2/1PPB2QP/1K2R2R w - - 0 20,d2c3,13,+239
r4rk1/pp4pp/2p5/2P1B3/4q3/PP1pp2P/K2n2Q1/R6R b - - 0 35,e4g2,1,-11793
r1krbnqb/ppp1pppp/2n5/3p4/3P4/2B5/PPPNPPPP/R1KR1NQB b KQkq - 3 3,e7e5,19,-81
8/kp4Kp/1p6/7p/5q2/8/2p5/8 w - - 0 45,g7g8,1,-12629
nq1bnk1r/1pppp1pp/5p2/8/8/1N3P2/1PPPP1PP/1Q1BNK1R b Kk - 0 5,a8b6,19,+13
brk1nrqb/Qpppp2p/2n3p1/5p2/5P2/6P1/PPPPP2P/BRKNNR1B w KQkq - 1 4,a7a3,16,+121
2b3r1/ppk3r1/2p4R/6pR/4P1P1/1P2KP2/P3B3/8 w - - 2 34,e2c4,2,+1869
2rq1rk1/4bppp/4p3/3pP3/3n1P2/1pN1N1QR/1P4PP/2B2K2 b - - 3 22,f7f5,1,-3096
rk2b3/p1p4p/1p1r2p1/3Pp2n/P3P3/5BP1/1P5P/RK1R1NN1 w KQq - 0 21,f1e3,1,+7404
2b2qk1/p1n2ppp/1p1p2n1/2pP1N2/2P5/1P4Q1/P1B2PPP/4N1K1 b - - 4 18,c8f5,19,-3
rbkqb1r1/pppp1ppp/4n1n1/8/2P5/4Q3/PP2PPPP/RBK1BNRN w KQkq - 3 5,e1c3,19,-71
q1nrbbkr/ppp1pppp/3p4/3Pn3/4P3/1P6/P1P2PPP/QNNRBBKR b KQkq - 0 4,h7h5,19,+69
2kr4/p7/2p3pp/P4p2/2b1p2P/2b1P1PN/4qPK1/8 b - - 1 30,e2f3,1,-12591
bnr1krnq/p1pp1pbp/1p4p1/4p3/1P2P3/3P1N2/P1PN1PPP/B1RB1RKQ b kq - 4 6,h7h5,16,+138
k7/7p/4p1p1/3bPp2/5P2/2K1P1P1/8/4r3 b - - 3 50,a8b7,1,-10475
1b6/p1p1p3/1n4P1/4nk2/P6p/8/6K1/1q6 w - - 0 36,g6g7,1,-11111
1b1rqk1r/p1p2pp1/8/1p6/4N3/3nP3/P4PPP/B1R1QRK1 w q - 1 15,e1c3,19,-37
1k2r2r/pppq3p/1b1p4/3Pp2b/2P5/1P1Q1NPp/P3B2P/R1N2R1K w - - 1 26,f3h4,13,+378
2k5/1p5p/2b5/7P/2N2P2/6P1/1R6/2R1K1q1 w - - 2 38,e1d2,16,-135
brqknnrb/p3pppp/1p6/2pp4/8/4NN2/PPPPPPPP/BRQ2RKB w kq - 0 4,d2d4,19,+12
b1rqr1k1/p2p1ppp/1p4n1/2pP4/4B3/1P3NP1/P5PP/B1RQ1KR1 w KQ - 3 11,d1d3,10,+717
1kb1rrqb/ppp4p/1n4p1/2N3B1/6P1/5BP1/PPPQP3/1R3RK1 b - - 6 17,h7h5,16,-124
r2qk1br/1pppnppp/p1n1p3/8/4PN2/P1P2P2/2PP2PP/R2QKBBR b KQkq - 0 7,f7f6,19,+27
nrbnkrq1/p7/1pp1pb2/3p3p/3P1Pp1/1NPNB1P1/PP5P/1R2KRQB b KQq - 1 12,c8a6,19,-57
b2qrkr1/p1bp1ppp/1p2p3/2n1P3/2P2P2/1P4N1/P5PP/1B1QRKR1 w KQkq - 1 12,b3b4,10,-713
nr1qnbkr/ppp1pppp/8/3pPb2/8/8/PPPP1PPP/NRBQNBKR w KQkq - 1 3,d2d4,19,+94
2q1rr1k/pp3ppp/1np5/2n3P1/5BB1/1P5P/P1P3Q1/3R1RK1 b - - 3 27,c5e6,13,+211
4r3/1pkb3p/2p3p1/Pp1p1p2/1P3P2/2P2P1P/5KB1/3R4 b - - 2 29,b7b6,13,-240
5r1k/1b4pp/ppn1qb2/2p2p2/P1N1p3/1P2P1Q1/2PP1PPP/B3R1KR w KQ - 4 21,a1f6,10,+514
6q1/1k4rp/1p1pNb2/p2P4/P7/1P3NP1/5PKP/2R5 b - - 2 30,g7e7,1,-5847
q2rbbkr/p1pp1ppp/1p1np3/8/4P3/2NP1B2/PP3PPP/1QN1RRK1 b kq - 1 8,a8b8,16,-139
1k1r4/pbp4p/1p4q1/3PRNp1/8/1P4P1/PK3P2/3R4 b - - 0 24,g6f6,1,-9815
1r1k1nr1/1ppp1Qbp/q5p1/p4p2/P7/2NN2P1/1PPnPB1P/1R3RKB b kq - 0 13,a6e6,13,+349
rbqnkrbn/pp3ppp/8/2ppp3/8/4P3/PPPP1PPP/RBQNKRBN w KQkq - 0 4,h1g3,16,-149
2kr1rb1/pp1np2p/2p3p1/4Pp2/1q2pP2/4P1P1/PPP1Q2P/2KRBR1B b - - 6 13,b4a4,10,-499
qnn1brkr/ppp1bppp/4p3/3p4/3P4/2NNP3/PPP2PPP/Q2BBRKR b KQkq - 0 4,h7h5,19,+22
8/5Qpk/4p2p/2p5/8/1P5P/P5P1/B3R1K1 b - - 0 36,e6e5,1,+12571
br2k2r/ppppnppp/8/6b1/3N4/2P2BP1/PP1q1PKP/B3R2R b kq - 4 15,e8g8,1,-5675
1q1r2rk/2ppbb1p/1n3p2/p1N2P2/1pPP3B/1P1N1Q2/P5PP/3R1RK1 b - - 4 19,b8a8,1,+1567
5r2/1p6/p1ppkr1b/7p/2P1PNp1/3K2P1/1P3R2/5R2 b - - 0 36,h6f4,3,-1502
6k1/p1n3pp/1p2p3/3pP3/3PnNP1/1PP4P/1P4rK/4q3 w - - 0 30,h2g2,1,-12393
2kr1r2/ppn4q/2p1p3/1P1pp3/P5P1/1NP5/3QP3/N1RK4 w - - 1 20,b5c6,1,-2952
1r6/1ppk2p1/p5B1/3p4/1Pn5/2PKbP2/P5Pr/1R5N b - - 1 22,h2g2,1,-11302
nqrknbbr/p2p1ppp/Bp6/2p1p3/4P3/1N3P2/PPPP2PP/1QRKN1BR b KQkq - 1 4,c8c6,19,-29
1r4r1/pp2ppkp/2p1nnp1/8/2PP4/Q3N1P1/P3PP2/1q2NKR1 b K - 1 17,e6d4,1,-10115
nrkbnqbr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/NRKBNQBR w KQkq - 0 2,a1b3,19,-30
qbnrbnkr/p2ppp1p/1p4p1/8/2Pp4/1P4N1/P3PPPP/QBNRB1KR w KQkq - 0 5,b1e4,16,+161
2k1r2q/3pp2p/2p2b2/1p6/6P1/7P/2PP2BB/1Q1KR3 b K - 0 25,h7h5,1,+6434
3rqr2/pkp2p1p/1pn1pbp1/1Q1p4/P4P1P/1PP3P1/2P2P2/BK1RR3 b - - 0 14,h7h5,1,-3921
rk1qrbnn/ppp1pppp/8/3p4/3Pb3/2P5/PP3PPP/RKBQRBNN w KQkq - 0 4,f1d3,16,-104
1k1rr1q1/1bpp2pp/pp3p2/2bPn3/QP2P3/2N3PP/P1P1R1B1/B2K3N b - - 0 18,b6b5,10,-608
n1kr2nr/ppp1ppbp/2bpq1p1/8/5PP1/1N3NBP/PPPPP1B1/1RQK3R w KQ - 7 8,f3d4,13,+362
1qnrk1br/ppn2pbp/4p1p1/3p4/3PP3/1N1N1P2/PP4PP/1Q1RKBBR w KQkq - 0 8,e4e5,13,+244
nr1kqb1r/pppb2pp/3ppn2/5p2/3P1B2/2Q2N2/PPP1PPPP/N1KR1B1R w kq - 2 6,c3e1,19,+11
qr2krb1/pp2p2p/4n3/3pPp2/3pn2P/4P3/PPP4B/QR1NKR1B w KQkq - 1 11,e3d4,16,-186
rkbqnbr1/pppp1ppp/6n1/8/3PPp2/3N4/PPP3PP/RKBQ1BRN b KQkq - 2 4,d7d5,19,-72
4rk2/pp2p1pp/2r2p2/2P4q/3N4/8/PP4P1/1R1RQ1K1 w - - 0 27,d4c6,1,+4498
nbbrkr1q/ppppn1pp/5p2/8/3P4/5N2/PP2PPPP/NBBRKR1Q w KQkq - 1 5,d4d5,19,+32
6k1/p2q1pp1/1n5p/5Q2/2PNP3/1P3P2/P2p2PP/5RK1 b - - 2 26,d7d4,9,-1728
r2kbb2/pp3ppQ/4p1n1/3p4/2pP3P/2P5/PP2PP1q/R1NKB1RN w Qq - 6 14,g1f1,10,+539
rk1rbb2/ppp3pp/2nn4/3ppp1q/PP6/3NPP2/2PPN1P1/RK1RBBQ1 b KQkq - 0 11,d6c4,13,-250
1nnrkrqb/pbpp1ppp/1p6/8/3RP3/5P2/PPP3PP/BNN1KRQB w Kkq - 1 5,d4d1,19,-91
8/8/3kB3/p3p3/2Pp2PP/1P1N4/P3K3/8 b - - 0 43,d6e6,1,+11601
1b1rnrk1/p1n2bqp/1pp1p1p1/3pPp2/2PP1P2/1PBBNQP1/P6P/2NR1RK1 w - - 0 14,c3b4,13,+390
2krrq2/pbp3bp/1pn2pp1/4p3/3P1B2/2P3P1/PP1NRP1P/2KRQ2B w - - 0 14,d4e5,19,+15
bbnrkrqn/p1pppppp/1p6/8/8/5PN1/PPPPP1PP/BBNRKRQ1 b KQkq - 0 2,c7c5,19,+12
b1kr1br1/p1pp4/1p1npp1q/2n4p/3P1NpP/1PN1P3/P1P1BPPQ/B2R1RK1 b - - 0 12,g4g3,13,-354
rkbr1nnb/p1p4p/1p4q1/3Pp1p1/4Pp2/2P3P1/PP1NN2P/RKBRQ2B b KQkq - 0 9,d8d5,13,-232
1r2kr2/p2pb3/1p1n1p1n/4pP1P/2Ppb1P1/1P3N2/P4R2/B1NBK1R1 b kq - 3 17,f8g8,13,-330
2krr1n1/p2q1p1p/1pb1n1p1/2p5/2P5/P1B1P1N1/2BP1P1P/2RQK1R1 w Q - 2 18,g3e2,13,-236
1rnbkrb1/pp1pq2p/1np3p1/2N2p2/3BP3/3P2P1/PPP1B2P/1RN1KR1Q b KQkq - 6 9,c8d6,19,-36
r1k2r1b/pppn4/2npppp1/6q1/2P5/3PQ3/PP6/1RK1B3 w kq - 0 23,e3g5,1,-11495
1qr1kb1r/p1p1n1pp/1p2Q1b1/8/1P6/4N3/P1PP1PPP/B1R1K2R b KQkq - 2 10,g6f7,16,-148
rk1q4/pp1p2pp/4nb2/2p5/4Pp2/P1P2P2/1PQPB1PP/RK2R3 w KQq - 0 16,e2c4,1,+2476
1k1r1r2/1bp1q3/p2ppNp1/P1P2nPp/1BP2Q2/1P4P1/3R1P2/6KR b - - 0 31,e6e5,10,-1013
bb1r2k1/p3qppp/1prn1n2/4B3/2P5/3NPN1B/P3QPPP/2RK3R b KQ - 2 13,d6c4,10,-524
qn1r2kr/ppp2ppp/1bbnp3/3p4/8/1P1NP1P1/P1PP1PBP/QN1RBRK1 w kq - 3 7,d3e5,19,+62
1bR1nrkq/p6p/1p1p2p1/3P4/3p1p2/1P4P1/P2PP3/BB3KRQ b K - 0 13,f4g3,1,+2871
rbnkbqrn/pp1ppppp/8/2p5/4PP2/8/PPPP2PP/RBNKBQRN b KQkq - 0 2,g7g5,19,-33
k7/1p1r1q2/p1p1p3/3b1p1p/P2P1P1P/1PR3P1/1KR5/8 b - - 0 39,d5e4,1,-10700
B1b3r1/8/3k1p1q/2Np1p1p/1P1Pp2P/2P1Q1P1/5P2/R4RK1 b - - 1 26,h6e3,1,+10221
2q1rrk1/p3ppnp/1pp3p1/8/2nP4/1NPR1PP1/PP2R2P/1Q1N1K2 w - - 0 17,b3d2,19,+5
rb3rkq/ppp1n2p/4bnp1/3p1p2/2PP4/1P1N1N2/PB3PPP/RB2R1KQ w - - 0 11,e1e6,1,+4396
8/7p/1pk3p1/p1p2p2/4P3/2R5/PP1P3P/1K1R1N2 w - - 1 24,d2d4,1,+12326
5k2/5rp1/1p6/p1p1R2P/3pP3/1P1P2K1/PB2br2/2R5 w - - 17 46,c1g1,13,-529
rbk1n1br/pp1n3p/5pp1/3ppB2/8/4N2P/PP1PPPPB/2KRN2R w - - 0 9,f5d7,19,+4
2k5/3q3p/3p2p1/prpP4/Qb2P3/1R1P1rP1/1K5P/1R4B1 w - - 4 28,b2a2,16,-105
8/kr4pp/1R3p2/PPP5/4P2P/4KPP1/8/8 b - - 0 42,b7b6,1,+10813
8/b7/k1p5/p1Bp4/P2Pq3/QKP5/1P6/8 b - - 2 43,a7c5,19,+68
1r1kr1nb/p1p1ppp1/1p1p3p/2n5/3q4/3NN1Pb/PPP2P1P/QRBR2KB b kq - 5 9,c5d3,19,-10
2kr2r1/pp6/2q5/2Np3p/1P1ppbP1/2p2n2/P1P1QBRP/3R3K b - - 0 25,h5g4,1,-5618
r2k1b1r/pppp2pp/1nn2p2/8/5PqP/1NN5/PPPPP3/R2KQ1BR w KQkq - 0 10,g1h2,19,+32
1r5k/p1p1r1p1/1p1p1B1p/3B1Pn1/2P2Q2/1P1q4/P7/K6R b - - 1 25,g7f6,5,-1657
rk1qbrnb/ppp1pp1p/1n1p2p1/8/3PP3/5NP1/PPP2P1P/RKNQBR1B b KQkq - 1 4,e7e6,19,+8
brnbkn1r/p5pp/8/4N3/3B4/1P2PB2/q4QPP/1RN2K1R w kq - 0 15,f2a2,1,+11299
2k1r3/1pb4p/5n2/p7/4p3/1PP1B3/1P3NP1/2K1R3 b - - 1 30,h7h5,19,-19
nnbqrkrb/pppp1ppp/8/4p3/8/5P2/PPPPP1PP/NNBQRKRB w KQkq - 0 2,c2c4,19,-82
2rr3n/1pk3pp/p1n1qpb1/3p4/3P2P1/1Q6/PPPR1P1P/RK3B1N b - - 0 14,e6e1,1,-5115
1k2rr2/1pp4p/p7/8/3n4/2NB4/P2P2PP/2R3KR w - - 2 29,h2h4,1,+4100
2r2k2/1b6/5p1p/pN1p3p/5b1P/1BP5/PP4P1/1K1R3R b - - 1 25,f4e5,1,+8847
brkbnqrn/ppp2ppp/4p3/3p4/5PP1/5N2/PPPPP2P/BRKB1QRN b KQkq - 0 3,e8d6,19,+92
qb3k1r/p3nppp/8/1pQ1p3/1P6/4NPB1/P5PP/5KNR w Kk - 3 14,e3f5,1,+3017
2krbqrb/ppp1pp1p/2pn4/6p1/6P1/3N1PB1/PPPPPQ1P/RN1K2R1 b KQ - 4 6,b7b6,16,-124
5r2/p2k4/2pNb2r/2Pp4/1P1PpnP1/2K2p1P/P2R3R/5B2 b - - 0 36,e4e3,1,-2183
nrnkrbbq/pppp1ppp/8/4p3/5P2/6P1/PPPPP2P/NRNKRBBQ b KQkq - 0 2,e5e4,19,-81
1r1k1qbr/1p2pppp/8/1Q1N4/4P1B1/8/PPPP2PP/1RK1N1BR w KQ - 7 15,b5d7,1,#+1
qr3rk1/pn3bpp/1p6/2p1b3/2PpPp2/1P3P2/PQB2BPP/1R2KN1R w KQ - 2 17,c2d3,13,-269
5k1b/p2Q2pb/2B1p1q1/4P3/1PN2P2/6P1/1PP5/2K3B1 w - - 1 23,g1c5,1,+12291
rbknnqbr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RBKNNQBR w KQkq - 0 2,a2a4,19,+23
rqknbnrb/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RQKNBNRB w KQkq - 0 2,a2a4,19,+29
1r3rk1/6pp/8/1p3p2/2b2P2/2R2BP1/4PBKP/8 w - - 0 31,c3c1,13,-343
r1k1n2r/ppb1qn1p/2ppb3/6p1/4Pp2/B1PN1P2/PPB2NPP/R1K2Q1R w KQkq - 2 13,f1e1,19,+11
1k1rr3/1b2pnq1/p1npBpp1/1ppN3p/4PP2/PPN5/K1PP2PP/3RR1Q1 w - - 2 17,d2d4,13,+293
bbr2rk1/p1p2ppp/1p1p1q2/4P3/2P2n2/1P3N2/P3PPPP/BBRQ1RK1 b - - 0 9,f6e6,16,+137
8/1r6/8/p1p1p3/5k2/1P6/P1K5/8 w - - 1 40,c2d3,1,-12198
1rk2nqr/ppp2p1p/1n6/3P1bb1/2P2pp1/1N6/PP2B1PP/K2RBNQR b kq - 4 12,g5f6,16,+124
6k1/p7/1b3K1R/1p1bB3/3P4/8/PP4r1/8 w - - 9 47,f6e7,19,+3
b7/6kp/6p1/p7/1p6/1PnNP1KP/P1P2PP1/8 w - - 2 29,f2f3,13,-287
rbknb1rn/1ppp1B1p/p4pp1/5p2/PP6/8/2PPP1PP/R1KNBQRN b KQkq - 0 7,h8f7,1,+6196
rb2q2r/p1k1nb1p/Qp3p2/3p2p1/4Pn2/P3N1B1/BP4PP/R1N2RK1 w - - 0 16,c1e2,10,+580
7r/3b1nk1/1q1bp1n1/1p1p1p2/3P1P2/2PBPQ1N/3B3P/5RK1 w - - 0 31,f3g2,10,-660
2kr3r/Qpp1b2p/n5p1/3P4/B1n2qp1/P7/1P5P/1K1RN1BR w - - 2 20,a4c6,13,+305
rkbb1rqn/ppp1p1pp/3n1p2/3pP3/5P2/6N1/PPPP2PP/RKBBNRQ1 b KQkq - 0 4,d6f7,19,+96
1rk3rq/p1p1ppbp/2np2p1/1p6/1PnP2P1/2P1P3/P1N2P1P/BRKN1QR1 w KQkq - 0 10,d1b2,19,+11
1r3rk1/p2ppp1p/1q3np1/4N3/1pPN4/1Pn1Q1P1/P3PP1P/R4R1K w - - 3 15,a2a3,19,-19
bnqr1bkr/ppp3pp/5n2/3p4/8/1P3N2/PBP1PPPP/1NQR1BKR b KQkq - 1 6,b7b5,13,+368
4rr2/p5kp/1p1q1pp1/2Np2b1/3P4/2P2Q2/PPB1N1PP/5K2 w - - 0 24,c5d3,1,-4943
8/pp5p/1kpQ2p1/1q6/8/1P4P1/P1P2P1P/6KB b - - 0 29,b5c5,1,+7798
4rn1k/7p/p1p2pn1/1p3B2/7r/1R6/PP1B2PP/5RK1 w - - 0 32,b3a3,16,+131
rbnkr1bq/pp2p1pp/2p2pn1/3p4/4PP2/2P1N1P1/PP1P3P/RBNKR1BQ b KQkq - 1 5,e7e6,16,+139
1rkrbbnq/ppppppp1/1n6/7p/3P4/1PB5/P1P1PPPP/NRKR1BNQ b KQkq - 0 3,b6d5,19,-72
8/8/7R/2p5/P1Pb1k1p/1P1B3r/2K5/8 b - - 1 57,h3h2,19,-59
b1k4r/pp2pnNp/qbp1Pp2/4n3/2P3BQ/1PN4P/3r2P1/B1R2R1K w - - 1 18,e6f7,1,+8621
rkbqrbn1/pp3ppp/2p3n1/4p3/3pP3/3P1PP1/PPPB3P/RK1QRBNN b KQkq - 1 6,a7a5,19,-50
2kr1rbb/pp5p/6p1/1qp2pN1/2n1pP2/PP2P1P1/2P1nRNP/1RK3BB w - - 0 19,f2e2,1,-12169
b1r3k1/p1qN1ppp/1b2p3/5n2/2P2n2/1P3N2/PQ2BPPP/B2R2K1 w - - 5 21,b3b4,19,+71
2rkqbbr/pppnpppp/1n6/3p4/3P4/1NN5/PPP1PPPP/2KRQBBR b kq - 5 4,c7c6,16,+182
1k6/p7/1p2QN2/1Kpp4/P5B1/1PP4P/8/2q5 b - - 1 40,c1f1,1,+3312
r1k5/2pRp1rp/6p1/1p4P1/1p3P2/P1q5/4P2P/R1K5 w Qq - 0 23,c1b1,1,-12294
1n6/KP6/3k2N1/6pp/8/6P1/8/8 b - - 1 55,b8c6,11,0
1b1rkqr1/3p2pp/bppn1pn1/p2Pp3/2P1P3/1P1B2N1/P2N1PPP/B2RKQR1 b KQkq - 2 10,g6f4,19,-95
1b1r1k1r/npp1pqpp/p7/5p2/2PPnP2/1P3Q2/P3N1PP/N2RBRK1 w kq - 5 14,e2c3,16,+185
3r4/pQ2pk1p/1p3ppb/8/3P4/PqN2P2/1P3BKP/8 w - - 2 34,b7c7,1,-1968
4r3/p1R5/1p1p1ppk/3B4/2P2PbP/1P1P4/P7/6K1 w - - 1 30,c7a7,16,+197
r1bknqrb/pppppp1p/2n3p1/8/8/2N3PQ/PPPPPP1P/R1BKN1RB b KQkq - 3 3,a7a5,19,-48
nqrb2kr/pp2pppp/2b3n1/3N4/8/1N6/PPPP1PPP/1QRBB1KR w KQkq - 1 6,c2c4,19,+46
8/R7/6p1/5p1p/pk3P2/1r4P1/2K4P/8 w - - 4 53,a7a6,19,-37
nr1bnkrq/pbpppppp/1p6/8/8/6P1/PPPPPP1P/NRBBNRKQ w kq - 1 3,e2e4,19,+51
bnrkrqnb/p1pppp1p/1p4p1/8/8/2N5/PPPPPPPP/B1KRRQNB w kq - 0 3,e2e4,19,+96
2b1rkrq/p4p1p/1npp2p1/4b3/4P3/2N3P1/PP2B2P/2B1RRKQ b kq - 0 13,h7h6,16,-127
b4r1k/1p1n1p2/3p3p/5N2/6q1/1P6/P4QBP/1R4K1 b - - 0 22,b7b5,19,-9
1rqbkrnn/p3pppp/1p6/2pp4/8/5PN1/PPPP1PPP/BRQB1RK1 w kq - 0 5,c2c4,13,+373
6r1/kp6/8/1P3R2/5P1P/6P1/PP6/1K6 b - - 0 42,g8g3,1,+8391
rq1k1b1r/pppb2pp/3p1n1n/4p3/4P3/1B3P2/PPPP2PP/RQBKN1NR w KQkq - 3 6,g1e2,16,+211
rk1rqb2/ppp2ppp/4p1n1/1b1pP3/3P4/4nP1P/PPP1N1PB/RKR1QB1N b Qkq - 6 10,a7a5,13,-243
6rn/pkpp4/6p1/2pbQ3/8/P2P1PN1/1PP2KPP/4R3 b - - 3 20,d5c6,1,+11442
5rk1/1q3pp1/pn6/5Q2/8/1RP1BPPp/PP5P/5K2 b - - 0 30,g7g6,1,+1906
b3rrk1/p6p/1p1p1qp1/2nP1p2/2PR1P2/1P3BP1/P4N1P/2KR1Q2 w - - 3 20,d1d2,19,-42
2rr4/p5kp/1n6/8/2B5/1PK5/P5P1/8 b - - 0 40,a7a5,1,-11731
1r4B1/4R1bk/pp3Bp1/4P2p/1P1Pn3/6Pb/2N1P2P/4R1K1 b - - 0 26,b8g8,1,+6783
b1n1rkqr/p4ppp/1p2p3/2Pp4/8/2P2PP1/P1BbP2P/B1N1RKQR b KQkq - 0 10,d2e1,16,-133
b2r1rk1/n3bqpp/1p1p1p2/p1nPp3/4P3/1P1N1PPB/P1Q4P/BN1R1RK1 w - - 2 14,d3c5,4,+1565
3bqrkr/ppp2ppp/1nnpb3/8/4Pp2/1NNPB3/PPP3PP/3BQRKR w KQkq - 0 7,e3f4,19,+7
r2qnknr/pb2pppp/1pp5/3p4/3P1b2/3N1N2/PPP1PPPP/RB1Q1RK1 w kq - 0 6,d3f4,19,+70
1b3rk1/p1p2ppp/1p2p3/4P3/3r4/3N1P2/P2K1P1P/1B1R4 w - - 0 18,d2e3,1,-6512
1r3rk1/pppqbpp1/1nb1p1p1/B7/3PN3/1N2P3/PPQ2PPP/1R3RK1 w - - 6 13,e4c5,19,-3
b1rq1krb/pppppppp/2nn4/8/8/P6P/1PPPPPP1/BNRQNKRB w KQkq - 1 3,c2c4,19,+67
